472189928340606976	519632796449378304	-3.99
472440774785650688	519632825167773696	-3.92
473085653454827520	519632853982650370	-2.22
463445012374499328	519632882940129280	-.56
463501257110724610	519632911473987584	-1.27
472247134780018688	519632940183986178	-1.09
472906496129634305	519632968730423296	-.70
472451601933025280	519632997222330368	-2.02
472791897107623936	519633025714253824	-2.46
472144639232065537	519633055191793666	-3.51
472527817000112128	519633084057010176	-.94
472247225981358080	519633113861738496	-3.61
464420349397188608	519633143595147264	-3.19
472842402281975808	519633172082872323	.00
463131198491860992	519633201514291200	-2.87
476476408269897728	519633230048133120	2.52
472499454096850944	519633258850418690	-2.45
472831098721148929	519633288491581440	-2.30
463064062134583296	519633318086586368	-2.33
472456249364467712	519633347509616640	.32
472508069906096128	519633377113026560	-1.82
472430068892200961	519633406519296000	-3.54
472538522746769409	519633436114317312	-2.79
472053581626212353	519633465474428928	-2.81
472114813670158336	519633495103000577	-1.36
472574487607525376	519633524412796928	-3.03
463115254843854848	519633554041339904	-2.58
463123346540863489	519633586660470784	-3.02
472312347349221376	519633616049958912	-3.44
472530654454759424	519633645456207872	-1.67
472501151703650304	519633675047038978	-2.87
472538444322045952	519633703585071105	-1.91
464256161898713088	519633732823547904	-2.83
472052847715307520	519633762737328128	.26
472103522973270016	519633792625938433	-2.15
472461287558238208	519633822095122433	-2.60
463045226412929025	519633850666713088	-1.83
472832101021409280	519633880022654976	-2.66
472464171259662336	519633909483438080	-2.85
463202001635913728	519633939032317954	-1.83
463024234101751809	519633968715403264	-2.17
472131171447738368	519633998041997313	-1.27
465399525960466432	519634027473420290	.15
476427687150772224	519634056930021376	1.18
472103582536593410	519634086361440257	-2.44
463429219792347136	519634115834834945	-2.58
463450630401830913	519634145446621184	-2.64
473182709901459456	519634174706077696	-1.45
474634054802112512	519634204372377601	-.98
472174069392371712	519634233787035648	-2.63
472871061642833921	519634263272996865	-2.47
472449022414692352	519634293077716992	-2.82
473205318005297152	519634322471387137	2.11
463058742099976192	519634351831535616	-3.00
472825608058458113	519634382324133891	-.95
472083948751691776	519634411889762305	-.89
472852289498394626	519634441346355200	-2.46
476486163448864768	519634469838270464	3.19
472812196347785216	519634499391344640	-1.18
465422141643845632	519634529015705601	-2.56
472270981071781888	519634557776044032	-.77
473098525178597376	519634586314108928	-1.50
472991977089146880	519634615925895170	-1.10
463729544826871808	519634645399265280	-.58
472113745582620672	519634674901995521	-.46
472860574427398144	519634704241139714	-3.20
473071776541315072	519634733731291136	-1.40
471686411502907392	519634763473096704	-1.27
463066733775835136	519634792904527873	-3.00
463430535365152769	519634822470197249	-1.78
472030012129157121	519634852216188929	.56
472117136086024192	519634880989106177	-2.31
476452910407380992	519634910772883456	2.24
463210227266252800	519634940158160896	-2.87
472544731008749568	519634969434394625	-2.51
472707559900852225	519634999058767872	-2.77
463132272929947648	519635028444082176	-2.64
463287565031059456	519635057737089024	-2.95
472383962757619714	519635087097225218	-3.43
472189696593104898	519635116759334912	-3.02
463146171737702400	519635146249482242	-2.67
463161404120236034	519635175521538048	-2.49
476444786111422464	519635204806148097	-2.15
476409355861254145	519635234044645376	1.70
472276637418283008	519635263274758144	-2.06
472841041494962176	519635292806840321	-2.66
472557965145538560	519635322238291968	-1.69
473076234922893312	519635353653637122	-2.56
3134587228131328	519635382862766080	-3.00
472511291228446720	519635412134797314	-3.41
472735754720788481	519635441432018944	-2.76
463029433469644800	519635470708244482	-2.19
463547417519206400	519635499921592320	-2.86
463114279151865856	519635529155883010	-2.12
472219259331174400	519635557626830851	-3.79
472113595551977472	519635587041460224	-3.32
463059587310948352	519635616372252672	-1.98
472546013690232832	519635645803675648	-2.58
463426813059141633	519635675193171968	-2.17
476414760297447424	519635704742031362	3.87
463487398249496576	519635734030872578	-2.10
463354274890936320	519635763277746176	-2.54
472361269496799232	519635792612691968	-2.06
472839255840931840	519635821909917696	-2.35
472077957163278336	519635851311980545	-2.60
465248700269219840	519635880642760705	1.70
472133927394869249	519635910032228353	-2.32
472210501783404545	519635939635642369	-3.07
465335941884698624	519635968840581121	-.37
463465578611892224	519635998238441474	-1.30
475684199304011776	519636027577626624	-2.15
473115401501835264	519636056170184704	-.97
472452639490605056	519636085748412416	-2.18
465057878928527360	519636120858923008	-2.24
463477084069703680	519636150554591232	-2.87
464645935319220226	519636179910529026	-.74
472885659775283200	519636209425842176	-2.17
463022269485580288	519636238840500224	-.90
471722453064888320	519636268599087104	-3.28
472341190176956416	519636298248634369	-1.95
472886935720308736	519636327663300608	-2.92
472187680499834880	519636356348141568	-2.41
472457332379910144	519636386761031683	-2.96
472085841146572800	519636416284745729	-1.95
465385185417363456	519636445783289858	-2.85
472578689855524865	519636475101458432	-2.63
463104534207033345	519636504520314880	-1.67
463031258407526400	519636536812269570	-1.50
472306523578720257	519636566222712832	-.17
472885094177185792	519636595477970945	.22
472176121765986304	519636624745844736	-.78
472321851029348352	519636653959159808	-1.31
463524281788280832	519636683428352000	-2.40
472932491574407169	519636712704602113	-2.41
463154255709229056	519636742270222337	-2.52
472292348924555264	519636771731030017	-2.43
473034745631506432	519636800948535297	-2.85
463507101223247875	519636830199627776	-2.07
472148581907169281	519636859559759873	-2.52
463030229821190144	519636889049911296	-2.20
472182825748541440	519636918477139968	-2.86
472725783199641600	519636948072136704	-2.73
463410000485175296	519636977277104128	-2.87
472544150391635968	519637006578491392	-1.35
463490895942549504	519637035875717120	-2.96
474584675160047617	519637065244217344	-1.14
471692424071229440	519637094528860163	-2.50
472204702440910849	519637124111278080	-1.50
472283099238526976	519637153320431616	-3.77
472179787814162432	519637182529556480	-2.72
472396999556231168	519637212053245953	-3.31
472129858446032897	519637241417572352	-3.95
463285270427598849	519637270907719681	-.90
472843559939637249	519637300519526401	-1.09
475341370354176000	519637329900617728	-3.51
463399306972889088	519637359143305216	-2.10
463077398129696768	519637388566339584	-3.55
472853295485444097	519637420216553475	-1.16
472891583592157184	519637449450864642	-.86
472148479780061184	519637478701948930	-3.35
472266294310354945	519637508162740224	-2.82
465140329042444289	519637537468334082	-.19
471687420375601152	519637567155630080	-1.30
472937241736937472	519637597140688896	-1.86
472221338354995200	519637626744078338	-1.95
472145298387910656	519637656053903362	-2.18
463379805095075841	519637685363691520	-2.49
474403801202323456	519637714602188802	-2.05
472092621297713154	519637743790329857	-2.67
463355946329440257	519637773003669504	-2.86
474735381972529152	519637802674184192	-.56
472540613372829696	519637832424382466	-2.55
474597542139666432	519637861918728193	-1.30
463271454344110081	519637891253694464	-.77
472474130865197056	519637920655736832	-2.82
471701167932977153	519637949990699014	-3.41
333108822015107073	519637979334070272	-2.94
472208538396540928	519638008622903296	-2.85
472347047124013056	519638037852983296	-2.08
472936696523542528	519638067250880516	-2.90
472581258703564800	519638096703287297	-2.48
464958562796830720	519638126172446721	-2.79
463042127166193664	519638155515797504	-2.12
472619694088663040	519638184733315075	-1.82
472470216191254531	519638214156361730	-3.67
472949116067393538	519638243596193792	-1.90
472888959983706112	519638272977276929	-2.47
472555538849751040	519638302387752960	-2.69
472944708738887680	519638331869495296	-2.03
472129423811284992	519638363758796801	-1.92
472405568511279104	519638393274105857	-1.80
472486646802567168	519638421828956160	-3.03
464285619381080064	519638451277135872	-3.44
